Name,plot.ID,site,arbeitsname,Art,Schicht,Deckung
MT67,67,Meu_trock,NM14,Polytrichum formosum Hedw.,ML,18
MT67,67,Meu_trock,NM14,Frangula alnus,SL,"4,5"
MT67,67,Meu_trock,NM14,Pinus sylvestris,SL,"4,5"
MT68,68,Meu_trock,NM15,Dryopteris carthusiana (spinulosa),HL,"0,5"
MT68,68,Meu_trock,NM15,Frangula alnus,HL,"0,1"
MT68,68,Meu_trock,NM15,Molinia caerulea caerulea,HL,"4,5"
MT68,68,Meu_trock,NM15,Pinus sylvestris,HL,"0,1"
MT68,68,Meu_trock,NM15,Vaccinium myrtillus,HL,"4,5"
MT68,68,Meu_trock,NM15,Dicranella cerviculata (Hedw.) Schimp.,ML,"0,1"
MT68,68,Meu_trock,NM15,Hypnum jutlandicum Holmen & Warncke (ericetorum),ML,"0,5"
MT68,68,Meu_trock,NM15,Pohlia nutans (Hedw.) Lindb.,ML,"0,5"
MT68,68,Meu_trock,NM15,Polytrichum formosum Hedw.,ML,"0,1"
MT68,68,Meu_trock,NM15,Betula pubescens,SL,"4,5"
MT68,68,Meu_trock,NM15,Pinus sylvestris,SL,"4,5"
MT69,69,Meu_trock,NM16,Molinia caerulea caerulea,HL,"0,5"
MT69,69,Meu_trock,NM16,Pinus sylvestris,HL,"4,5"
MT69,69,Meu_trock,NM16,Vaccinium myrtillus,HL,"0,5"
MT69,69,Meu_trock,NM16,Polytrichum formosum Hedw.,ML,"0,5"
MT70,70,Meu_trock,NM17,Betula,HL,"0,5"
MT70,70,Meu_trock,NM17,Frangula alnus,HL,"0,5"
MT70,70,Meu_trock,NM17,Molinia caerulea caerulea,HL,38
MT70,70,Meu_trock,NM17,Pinus sylvestris,HL,"0,5"
MT70,70,Meu_trock,NM17,Pohlia nutans (Hedw.) Lindb.,ML,"0,1"
MT70,70,Meu_trock,NM17,Polytrichum formosum Hedw.,ML,"0,5"
MT71,71,Meu_trock,NM18,Molinia caerulea caerulea,HL,38
MT71,71,Meu_trock,NM18,Hypnum jutlandicum Holmen & Warncke (ericetorum),ML,"4,5"
MT71,71,Meu_trock,NM18,Frangula alnus,SL,"0,5"
MT72,72,Meu_trock,NM19,Betula,HL,"0,5"
MT72,72,Meu_trock,NM19,Molinia caerulea caerulea,HL,88
MT72,72,Meu_trock,NM19,Pinus sylvestris,HL,"0,1"
MT72,72,Meu_trock,NM19,Vaccinium myrtillus,HL,38
MT72,72,Meu_trock,NM19,Polytrichum formosum Hedw.,ML,"0,1"
MT73,73,Meu_trock,NM20,Betula,HL,"0,5"
MT73,73,Meu_trock,NM20,Molinia caerulea caerulea,HL,38
MT73,73,Meu_trock,NM20,Pinus sylvestris,HL,"0,5"
MT73,73,Meu_trock,NM20,Vaccinium myrtillus,HL,38
MT73,73,Meu_trock,NM20,Campylopus pyriformis (K. F. Schultz) Brid.,ML,"0,5"
MT73,73,Meu_trock,NM20,Polytrichum formosum Hedw.,ML,38
MT74,74,Meu_trock,NM21,Betula,HL,"0,5"
MT74,74,Meu_trock,NM21,Dryopteris carthusiana (spinulosa),HL,"0,5"
MT74,74,Meu_trock,NM21,Molinia caerulea caerulea,HL,18
MT74,74,Meu_trock,NM21,Pinus sylvestris,HL,"0,5"
MT74,74,Meu_trock,NM21,Vaccinium myrtillus,HL,18
MT74,74,Meu_trock,NM21,Campylopus pyriformis (K. F. Schultz) Brid.,ML,"0,1"
MT74,74,Meu_trock,NM21,Dicranum scoparium Hedw.,ML,"0,1"
MT74,74,Meu_trock,NM21,Polytrichum formosum Hedw.,ML,38
MT75,75,Meu_trock,NM22,Betula,HL,"4,5"
MT75,75,Meu_trock,NM22,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT75,75,Meu_trock,NM22,Molinia caerulea caerulea,HL,"4,5"
MT75,75,Meu_trock,NM22,Pinus sylvestris,HL,"0,5"
MT75,75,Meu_trock,NM22,Vaccinium myrtillus,HL,"4,5"
MT75,75,Meu_trock,NM22,Campylopus pyriformis (K. F. Schultz) Brid.,ML,"4,5"
MT75,75,Meu_trock,NM22,Dicranum scoparium Hedw.,ML,"4,5"
MT75,75,Meu_trock,NM22,Polytrichum formosum Hedw.,ML,38
MT76,76,Meu_trock,NM23,Betula,HL,"4,5"
MT76,76,Meu_trock,NM23,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT76,76,Meu_trock,NM23,Frangula alnus,HL,"0,1"
MT76,76,Meu_trock,NM23,Molinia caerulea caerulea,HL,38
MT76,76,Meu_trock,NM23,Pinus sylvestris,HL,"0,5"
MT76,76,Meu_trock,NM23,Campylopus pyriformis (K. F. Schultz) Brid.,ML,"0,5"
MT76,76,Meu_trock,NM23,Polytrichum formosum Hedw.,ML,38
MT77,77,Meu_trock,NM24,Betula,HL,"4,5"
MT77,77,Meu_trock,NM24,Frangula alnus,HL,"4,5"
MT77,77,Meu_trock,NM24,Molinia caerulea caerulea,HL,18
MT77,77,Meu_trock,NM24,Pinus sylvestris,HL,"4,5"
MT77,77,Meu_trock,NM24,Vaccinium myrtillus,HL,38
MT77,77,Meu_trock,NM24,Polytrichum formosum Hedw.,ML,18
MT78,78,Meu_trock,NM25,Betula,HL,"4,5"
MT78,78,Meu_trock,NM25,Molinia caerulea caerulea,HL,18
MT78,78,Meu_trock,NM25,Pinus sylvestris,HL,"0,5"
MT78,78,Meu_trock,NM25,Vaccinium myrtillus,HL,63
MT78,78,Meu_trock,NM25,Hypnum jutlandicum Holmen & Warncke (ericetorum),ML,"4,5"
MT78,78,Meu_trock,NM25,Polytrichum formosum Hedw.,ML,"4,5"
MT79,79,Meu_trock,NM26,Molinia caerulea caerulea,HL,"4,5"
MT79,79,Meu_trock,NM26,Pinus sylvestris,HL,"0,5"
MT79,79,Meu_trock,NM26,Campylopus pyriformis (K. F. Schultz) Brid.,ML,"0,1"
MT79,79,Meu_trock,NM26,Polytrichum formosum Hedw.,ML,"0,5"
MT80,80,Meu_trock,NM27,Betula,HL,"4,5"
MT80,80,Meu_trock,NM27,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT80,80,Meu_trock,NM27,Frangula alnus,HL,"0,1"
MT80,80,Meu_trock,NM27,Molinia caerulea caerulea,HL,38
MT80,80,Meu_trock,NM27,Rubus caesius,HL,"0,5"
MT80,80,Meu_trock,NM27,Hypnum jutlandicum Holmen & Warncke (ericetorum),ML,"0,5"
MT80,80,Meu_trock,NM27,Polytrichum formosum Hedw.,ML,"4,5"
MT81,81,Meu_trock,NM28,Betula,HL,"4,5"
MT81,81,Meu_trock,NM28,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT81,81,Meu_trock,NM28,Molinia caerulea caerulea,HL,63
MT81,81,Meu_trock,NM28,Pinus sylvestris,HL,"0,5"
MT81,81,Meu_trock,NM28,Polytrichum formosum Hedw.,ML,"4,5"
MT82,82,Meu_trock,NM29,Betula,HL,"0,5"
MT82,82,Meu_trock,NM29,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT82,82,Meu_trock,NM29,Frangula alnus,HL,"0,5"
MT82,82,Meu_trock,NM29,Molinia caerulea caerulea,HL,18
MT82,82,Meu_trock,NM29,Hypnum jutlandicum Holmen & Warncke (ericetorum),ML,"4,5"
MT82,82,Meu_trock,NM29,Polytrichum formosum Hedw.,ML,"4,5"
MT82,82,Meu_trock,NM29,Frangula alnus,SL,38
MT83,83,Meu_trock,SM1,Betula pubescens,TL,"4,5"
MT83,83,Meu_trock,SM1,Betula,HL,"0,1"
MT83,83,Meu_trock,SM1,Frangula alnus,HL,"0,5"
MT83,83,Meu_trock,SM1,Molinia caerulea caerulea,HL,"4,5"
MT83,83,Meu_trock,SM1,Campylopus flexuosus (Hedw.) Brid.,ML,"0,1"
MT83,83,Meu_trock,SM1,Dicranum scoparium Hedw.,ML,"0,1"
MT83,83,Meu_trock,SM1,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MT84,84,Meu_trock,SM2,Betula pubescens,TL,"4,5"
MT84,84,Meu_trock,SM2,Frangula alnus,HL,"0,1"
MT84,84,Meu_trock,SM2,Molinia caerulea caerulea,HL,18
MT84,84,Meu_trock,SM2,Campylopus flexuosus (Hedw.) Brid.,ML,"0,1"
MT84,84,Meu_trock,SM2,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MT85,85,Meu_trock,SM3,Betula,HL,"0,5"
MT85,85,Meu_trock,SM3,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT85,85,Meu_trock,SM3,Molinia caerulea caerulea,HL,88
MT85,85,Meu_trock,SM3,Pteridium aquilinum,HL,"4,5"
MT85,85,Meu_trock,SM3,Campylopus flexuosus (Hedw.) Brid.,ML,"0,1"
MT85,85,Meu_trock,SM3,Dicranum scoparium Hedw.,ML,"0,1"
MT85,85,Meu_trock,SM3,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MT85,85,Meu_trock,SM3,Polytrichum formosum Hedw.,ML,"4,5"
MT85,85,Meu_trock,SM3,Tetraphis pellucida Hedw.,ML,"0,1"
MT86,86,Meu_trock,SM4,Dryopteris carthusiana (spinulosa),HL,18
MT86,86,Meu_trock,SM4,Frangula alnus,HL,"0,5"
MT86,86,Meu_trock,SM4,Molinia caerulea caerulea,HL,18
MT86,86,Meu_trock,SM4,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MT86,86,Meu_trock,SM4,Polytrichum formosum Hedw.,ML,"4,5"
MT87,87,Meu_trock,SM5,Betula,HL,"0,5"
MT87,87,Meu_trock,SM5,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT87,87,Meu_trock,SM5,Molinia caerulea caerulea,HL,18
MT87,87,Meu_trock,SM5,Pinus sylvestris,HL,"0,1"
MT87,87,Meu_trock,SM5,Vaccinium myrtillus,HL,"4,5"
MT87,87,Meu_trock,SM5,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,18
MT87,87,Meu_trock,SM5,Polytrichum formosum Hedw.,ML,"0,5"
MT87,87,Meu_trock,SM5,Betula pendula,SL,"4,5"
MT87,87,Meu_trock,SM5,Frangula alnus,SL,"4,5"
MT88,88,Meu_trock,SM6,Betula,HL,"0,1"
MT88,88,Meu_trock,SM6,Frangula alnus,HL,"4,5"
MT88,88,Meu_trock,SM6,Molinia caerulea caerulea,HL,18
MT88,88,Meu_trock,SM6,Vaccinium myrtillus,HL,"4,5"
MT88,88,Meu_trock,SM6,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MT88,88,Meu_trock,SM6,Mnium hornum Hedw.,ML,"0,5"
MT88,88,Meu_trock,SM6,Pohlia nutans (Hedw.) Lindb.,ML,"0,5"
MT88,88,Meu_trock,SM6,Frangula alnus,SL,38
MT89,89,Meu_trock,SM7,Dryopteris carthusiana (spinulosa),HL,18
MT89,89,Meu_trock,SM7,Frangula alnus,HL,"0,5"
MT89,89,Meu_trock,SM7,Molinia caerulea caerulea,HL,18
MT89,89,Meu_trock,SM7,Vaccinium myrtillus,HL,18
MT89,89,Meu_trock,SM7,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,18
MT89,89,Meu_trock,SM7,Polytrichum formosum Hedw.,ML,"4,5"
MT89,89,Meu_trock,SM7,Frangula alnus,SL,18
MT90,90,Meu_trock,SM8,Betula,HL,"0,1"
MT90,90,Meu_trock,SM8,Dryopteris carthusiana (spinulosa),HL,"0,5"
MT90,90,Meu_trock,SM8,Frangula alnus,HL,"0,1"
MT90,90,Meu_trock,SM8,Molinia caerulea caerulea,HL,18
MT90,90,Meu_trock,SM8,Pinus sylvestris,HL,"0,1"
MT90,90,Meu_trock,SM8,Vaccinium myrtillus,HL,"0,1"
MT90,90,Meu_trock,SM8,Dicranum scoparium Hedw.,ML,"0,5"
MT90,90,Meu_trock,SM8,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,18
MT90,90,Meu_trock,SM8,Mnium hornum Hedw.,ML,"0,5"
MT90,90,Meu_trock,SM8,Pohlia nutans (Hedw.) Lindb.,ML,"0,5"
MT90,90,Meu_trock,SM8,Polytrichum formosum Hedw.,ML,"4,5"
MT91,91,Meu_trock,SM9,Frangula alnus,HL,"0,1"
MT91,91,Meu_trock,SM9,Molinia caerulea caerulea,HL,38
MT91,91,Meu_trock,SM9,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MT91,91,Meu_trock,SM9,Polytrichum formosum Hedw.,ML,"0,5"
MT92,92,Meu_trock,SM10,Frangula alnus,HL,"0,5"
MT92,92,Meu_trock,SM10,Molinia caerulea caerulea,HL,63
MT92,92,Meu_trock,SM10,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,1"
MT92,92,Meu_trock,SM10,Polytrichum formosum Hedw.,ML,"0,1"
MT92,92,Meu_trock,SM10,Frangula alnus,SL,"0,5"
MT93,93,Meu_trock,SM11,Frangula alnus,HL,"0,5"
MT93,93,Meu_trock,SM11,Molinia caerulea caerulea,HL,38
MT93,93,Meu_trock,SM11,Pteridium aquilinum,HL,18
MT93,93,Meu_trock,SM11,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MT93,93,Meu_trock,SM11,Polytrichum formosum Hedw.,ML,18
MT93,93,Meu_trock,SM11,Frangula alnus,SL,"4,5"
MT94,94,Meu_trock,SM12,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT94,94,Meu_trock,SM12,Frangula alnus,HL,"0,5"
MT94,94,Meu_trock,SM12,Molinia caerulea caerulea,HL,38
MT94,94,Meu_trock,SM12,Pinus sylvestris,HL,"0,1"
MT94,94,Meu_trock,SM12,Pteridium aquilinum,HL,"4,5"
MT94,94,Meu_trock,SM12,Dicranum flagellare Hedw.,ML,"0,5"
MT94,94,Meu_trock,SM12,Tetraphis pellucida Hedw.,ML,"0,5"
MT95,95,Meu_trock,SM13,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT95,95,Meu_trock,SM13,Frangula alnus,HL,"4,5"
MT95,95,Meu_trock,SM13,Molinia caerulea caerulea,HL,38
MT95,95,Meu_trock,SM13,Pteridium aquilinum,HL,63
MT95,95,Meu_trock,SM13,Dicranum flagellare Hedw.,ML,"0,5"
MT95,95,Meu_trock,SM13,Polytrichum formosum Hedw.,ML,18
MT95,95,Meu_trock,SM13,Tetraphis pellucida Hedw.,ML,"0,5"
MT95,95,Meu_trock,SM13,Frangula alnus,SL,18
MT96,96,Meu_trock,SM14,Frangula alnus,HL,"0,5"
MT96,96,Meu_trock,SM14,Molinia caerulea caerulea,HL,18
MT96,96,Meu_trock,SM14,Pteridium aquilinum,HL,18
MT96,96,Meu_trock,SM14,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MT96,96,Meu_trock,SM14,Polytrichum formosum Hedw.,ML,38
MT97,97,Meu_trock,SM15,Betula,HL,"0,5"
MT97,97,Meu_trock,SM15,Molinia caerulea caerulea,HL,38
MT97,97,Meu_trock,SM15,Pteridium aquilinum,HL,"4,5"
MT97,97,Meu_trock,SM15,Dicranum flagellare Hedw.,ML,"0,5"
MT97,97,Meu_trock,SM15,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MT97,97,Meu_trock,SM15,Polytrichum formosum Hedw.,ML,38
MT98,98,Meu_trock,SM16,Betula,HL,"0,1"
MT98,98,Meu_trock,SM16,Molinia caerulea caerulea,HL,"4,5"
MT98,98,Meu_trock,SM16,Dicranodontium denudatum (Brid.) Britt. ex Williams var. denudatum,ML,"0,5"
MT98,98,Meu_trock,SM16,Dicranum flagellare Hedw.,ML,"0,5"
MT98,98,Meu_trock,SM16,Pohlia nutans (Hedw.) Lindb.,ML,"0,5"
MT98,98,Meu_trock,SM16,Polytrichum formosum Hedw.,ML,"4,5"
MT98,98,Meu_trock,SM16,Tetraphis pellucida Hedw.,ML,"0,5"
MT98,98,Meu_trock,SM16,Frangula alnus,SL,"4,5"
MT99,99,Meu_trock,SM17,Betula,HL,"0,1"
MT99,99,Meu_trock,SM17,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT99,99,Meu_trock,SM17,Molinia caerulea caerulea,HL,"4,5"
MT99,99,Meu_trock,SM17,Pinus sylvestris,HL,"0,5"
MT99,99,Meu_trock,SM17,Campylopus flexuosus (Hedw.) Brid.,ML,"0,5"
MT99,99,Meu_trock,SM17,Dicranodontium denudatum (Brid.) Britt. ex Williams var. denudatum,ML,"0,5"
MT99,99,Meu_trock,SM17,Pohlia nutans (Hedw.) Lindb.,ML,"0,5"
MT99,99,Meu_trock,SM17,Polytrichum formosum Hedw.,ML,"4,5"
MT99,99,Meu_trock,SM17,Tetraphis pellucida Hedw.,ML,"0,5"
MT100,100,Meu_trock,SM18,Molinia caerulea caerulea,HL,"0,5"
MT100,100,Meu_trock,SM18,Pinus sylvestris,HL,"0,1"
MT100,100,Meu_trock,SM18,Vaccinium myrtillus,HL,"4,5"
MT100,100,Meu_trock,SM18,Dicranella cerviculata (Hedw.) Schimp.,ML,"0,5"
MT100,100,Meu_trock,SM18,Polytrichum formosum Hedw.,ML,"0,5"
MT100,100,Meu_trock,SM18,Tetraphis pellucida Hedw.,ML,"0,5"
MT101,101,Meu_trock,SM19,Dryopteris carthusiana (spinulosa),HL,"0,5"
MT101,101,Meu_trock,SM19,Molinia caerulea caerulea,HL,"4,5"
MT101,101,Meu_trock,SM19,Pinus sylvestris,HL,"0,1"
MT101,101,Meu_trock,SM19,Vaccinium myrtillus,HL,38
MT101,101,Meu_trock,SM19,Polytrichum formosum Hedw.,ML,38
MT102,102,Meu_trock,SM20,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT102,102,Meu_trock,SM20,Molinia caerulea caerulea,HL,88
MT102,102,Meu_trock,SM20,Quercus robur,HL,"4,5"
MT102,102,Meu_trock,SM20,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,1"
MT102,102,Meu_trock,SM20,Polytrichum formosum Hedw.,ML,"4,5"
MT103,103,Meu_trock,SM21,Betula,HL,"0,1"
MT103,103,Meu_trock,SM21,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT103,103,Meu_trock,SM21,Frangula alnus,HL,"0,1"
MT103,103,Meu_trock,SM21,Molinia caerulea caerulea,HL,"4,5"
MT103,103,Meu_trock,SM21,Pinus sylvestris,HL,"0,1"
MT103,103,Meu_trock,SM21,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MT103,103,Meu_trock,SM21,Polytrichum formosum Hedw.,ML,"4,5"
MT104,104,Meu_trock,SM22,Betula,HL,"0,1"
MT104,104,Meu_trock,SM22,Molinia caerulea caerulea,HL,"4,5"
MT104,104,Meu_trock,SM22,Vaccinium myrtillus,HL,"0,5"
MT104,104,Meu_trock,SM22,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MT104,104,Meu_trock,SM22,Polytrichum formosum Hedw.,ML,"4,5"
MT105,105,Meu_trock,SM23,Molinia caerulea caerulea,HL,63
MT105,105,Meu_trock,SM23,Vaccinium myrtillus,HL,"0,1"
MT105,105,Meu_trock,SM23,Polytrichum formosum Hedw.,ML,"4,5"
MT106,106,Meu_trock,SM24,Betula,HL,"0,1"
MT106,106,Meu_trock,SM24,Frangula alnus,HL,"0,1"
MT106,106,Meu_trock,SM24,Molinia caerulea caerulea,HL,88
MT107,107,Meu_trock,SM25,Dryopteris carthusiana (spinulosa),HL,"0,5"
MT107,107,Meu_trock,SM25,Frangula alnus,HL,"4,5"
MT107,107,Meu_trock,SM25,Molinia caerulea caerulea,HL,88
MT107,107,Meu_trock,SM25,Vaccinium myrtillus,HL,18
MT107,107,Meu_trock,SM25,Polytrichum formosum Hedw.,ML,"0,1"
MT107,107,Meu_trock,SM25,Tetraphis pellucida Hedw.,ML,"0,1"
MT108,108,Meu_trock,SM26,Betula,HL,"0,5"
MT108,108,Meu_trock,SM26,Dryopteris carthusiana (spinulosa),HL,18
MT108,108,Meu_trock,SM26,Frangula alnus,HL,"4,5"
MT108,108,Meu_trock,SM26,Molinia caerulea caerulea,HL,38
MT108,108,Meu_trock,SM26,Vaccinium myrtillus,HL,"4,5"
MT108,108,Meu_trock,SM26,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MT108,108,Meu_trock,SM26,Polytrichum formosum Hedw.,ML,"4,5"
MT108,108,Meu_trock,SM26,Tetraphis pellucida Hedw.,ML,"0,5"
MT108,108,Meu_trock,SM26,Frangula alnus,SL,18
MT109,109,Meu_trock,SM27,Betula,HL,"4,5"
MT109,109,Meu_trock,SM27,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT109,109,Meu_trock,SM27,Frangula alnus,HL,"0,5"
MT109,109,Meu_trock,SM27,Molinia caerulea caerulea,HL,38
MT109,109,Meu_trock,SM27,Pinus sylvestris,HL,"0,5"
MT109,109,Meu_trock,SM27,Vaccinium myrtillus,HL,"4,5"
MT109,109,Meu_trock,SM27,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MT109,109,Meu_trock,SM27,Polytrichum formosum Hedw.,ML,"0,5"
MT110,110,Meu_trock,SM28,Betula,HL,"4,5"
MT110,110,Meu_trock,SM28,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT110,110,Meu_trock,SM28,Molinia caerulea caerulea,HL,38
MT110,110,Meu_trock,SM28,Pinus sylvestris,HL,"0,5"
MT110,110,Meu_trock,SM28,Campylopus flexuosus (Hedw.) Brid.,ML,"0,1"
MT110,110,Meu_trock,SM28,Polytrichum formosum Hedw.,ML,"4,5"
MT111,111,Meu_trock,SM29,Dryopteris carthusiana (spinulosa),HL,"4,5"
MT111,111,Meu_trock,SM29,Molinia caerulea caerulea,HL,38
MT111,111,Meu_trock,SM29,Pinus sylvestris,HL,"4,5"
MT111,111,Meu_trock,SM29,Polytrichum formosum Hedw.,ML,"4,5"
MN1,113,Meu_nass,OM1,Pinus sylvestris,TL,38
MN1,113,Meu_nass,OM1,Molinia caerulea caerulea,HL,38
MN1,113,Meu_nass,OM1,Vaccinium myrtillus,HL,18
MN1,113,Meu_nass,OM1,Dicranum scoparium Hedw.,ML,"0,5"
MN1,113,Meu_nass,OM1,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,38
MN1,113,Meu_nass,OM1,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,18
MN2,114,Meu_nass,OM2,Pinus sylvestris,TL,38
MN2,114,Meu_nass,OM2,Carex canescens canescens,HL,"0,5"
MN2,114,Meu_nass,OM2,Molinia caerulea caerulea,HL,38
MN2,114,Meu_nass,OM2,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN2,114,Meu_nass,OM2,Polytrichum formosum Hedw.,ML,"0,5"
MN2,114,Meu_nass,OM2,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,"4,5"
MN3,115,Meu_nass,OM3,Pinus sylvestris,TL,"4,5"
MN3,115,Meu_nass,OM3,Molinia caerulea caerulea,HL,38
MN3,115,Meu_nass,OM3,Campylopus flexuosus (Hedw.) Brid.,ML,"0,1"
MN3,115,Meu_nass,OM3,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN3,115,Meu_nass,OM3,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,"4,5"
MN3,115,Meu_nass,OM3,Tetraphis pellucida Hedw.,ML,"0,1"
MN4,116,Meu_nass,OM4,Molinia caerulea caerulea,HL,38
MN4,116,Meu_nass,OM4,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN5,117,Meu_nass,OM5,Molinia caerulea caerulea,HL,18
MN5,117,Meu_nass,OM5,Pinus sylvestris,HL,"0,1"
MN5,117,Meu_nass,OM5,Polytrichum formosum Hedw.,ML,"0,5"
MN5,117,Meu_nass,OM5,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,88
MN6,118,Meu_nass,OM6,Molinia caerulea caerulea,HL,18
MN6,118,Meu_nass,OM6,Dicranum scoparium Hedw.,ML,"0,1"
MN6,118,Meu_nass,OM6,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,1"
MN6,118,Meu_nass,OM6,Polytrichum formosum Hedw.,ML,"0,1"
MN6,118,Meu_nass,OM6,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,88
MN7,119,Meu_nass,OM7,Molinia caerulea caerulea,HL,18
MN7,119,Meu_nass,OM7,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,88
MN8,120,Meu_nass,OM8,Carex rostrata (inflata),HL,"4,5"
MN8,120,Meu_nass,OM8,Molinia caerulea caerulea,HL,18
MN8,120,Meu_nass,OM8,Polytrichum formosum Hedw.,ML,"0,5"
MN8,120,Meu_nass,OM8,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
MN9,121,Meu_nass,OM9,Carex rostrata (inflata),HL,18
MN9,121,Meu_nass,OM9,Juncus effusus,HL,"4,5"
MN9,121,Meu_nass,OM9,Molinia caerulea caerulea,HL,"4,5"
MN9,121,Meu_nass,OM9,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,18
MN9,121,Meu_nass,OM9,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
MN10,122,Meu_nass,OM10,Betula,HL,"0,5"
MN10,122,Meu_nass,OM10,Carex rostrata (inflata),HL,"4,5"
MN10,122,Meu_nass,OM10,Molinia caerulea caerulea,HL,63
MN10,122,Meu_nass,OM10,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN10,122,Meu_nass,OM10,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,"4,5"
MN10,122,Meu_nass,OM10,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,38
MN11,123,Meu_nass,OM11,Carex rostrata (inflata),HL,"4,5"
MN11,123,Meu_nass,OM11,Juncus effusus,HL,"4,5"
MN11,123,Meu_nass,OM11,Molinia caerulea caerulea,HL,"4,5"
MN11,123,Meu_nass,OM11,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN11,123,Meu_nass,OM11,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,38
MN12,124,Meu_nass,OM12,Carex rostrata (inflata),HL,18
MN12,124,Meu_nass,OM12,Juncus effusus,HL,18
MN12,124,Meu_nass,OM12,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,63
MN12,124,Meu_nass,OM12,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,18
MN13,125,Meu_nass,OM13,Carex rostrata (inflata),HL,18
MN13,125,Meu_nass,OM13,Juncus effusus,HL,38
MN13,125,Meu_nass,OM13,Molinia caerulea caerulea,HL,"4,5"
MN13,125,Meu_nass,OM13,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
MN14,126,Meu_nass,OM14,Carex rostrata (inflata),HL,"4,5"
MN14,126,Meu_nass,OM14,Juncus effusus,HL,"0,5"
MN14,126,Meu_nass,OM14,Molinia caerulea caerulea,HL,18
MN14,126,Meu_nass,OM14,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,18
MN14,126,Meu_nass,OM14,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
