Name,plot.ID,site,arbeitsname,Art,Schicht,Deckung
MN15,127,Meu_nass,OM15,Carex rostrata (inflata),HL,"4,5"
MN15,127,Meu_nass,OM15,Molinia caerulea caerulea,HL,38
MN15,127,Meu_nass,OM15,Polytrichum formosum Hedw.,ML,"0,5"
MN15,127,Meu_nass,OM15,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,18
MN15,127,Meu_nass,OM15,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,38
MN16,128,Meu_nass,OM16,Carex rostrata (inflata),HL,"4,5"
MN16,128,Meu_nass,OM16,Molinia caerulea caerulea,HL,"0,5"
MN16,128,Meu_nass,OM16,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,88
MN17,129,Meu_nass,OM17,Carex rostrata (inflata),HL,"0,5"
MN17,129,Meu_nass,OM17,Juncus effusus,HL,18
MN17,129,Meu_nass,OM17,Molinia caerulea caerulea,HL,"4,5"
MN17,129,Meu_nass,OM17,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
MN18,130,Meu_nass,OM18,Molinia caerulea caerulea,HL,38
MN18,130,Meu_nass,OM18,Campylopus pyriformis (K. F. Schultz) Brid.,ML,"4,5"
MN18,130,Meu_nass,OM18,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,38
MN18,130,Meu_nass,OM18,Leucobryum glaucum (Hedw.) Aongstr. ex Fries,ML,"0,5"
MN18,130,Meu_nass,OM18,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,"4,5"
MN19,131,Meu_nass,OM19,Juncus effusus,HL,38
MN19,131,Meu_nass,OM19,Molinia caerulea caerulea,HL,"4,5"
MN19,131,Meu_nass,OM19,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,88
MN20,132,Meu_nass,OM20,Juncus effusus,HL,63
MN20,132,Meu_nass,OM20,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
MN21,133,Meu_nass,OM21,Carex rostrata (inflata),HL,"0,5"
MN21,133,Meu_nass,OM21,Juncus effusus,HL,"4,5"
MN21,133,Meu_nass,OM21,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,88
MN21,133,Meu_nass,OM21,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,"4,5"
MN22,134,Meu_nass,OM22,Carex rostrata (inflata),HL,"0,5"
MN22,134,Meu_nass,OM22,Juncus effusus,HL,18
MN22,134,Meu_nass,OM22,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,88
MN22,134,Meu_nass,OM22,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,"4,5"
MN23,135,Meu_nass,OM23,Carex rostrata (inflata),HL,"0,5"
MN23,135,Meu_nass,OM23,Juncus effusus,HL,38
MN23,135,Meu_nass,OM23,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,88
MN23,135,Meu_nass,OM23,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,"4,5"
MN24,136,Meu_nass,OM24,Carex rostrata (inflata),HL,"0,5"
MN24,136,Meu_nass,OM24,Juncus effusus,HL,38
MN24,136,Meu_nass,OM24,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,88
MN24,136,Meu_nass,OM24,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,"0,5"
MN25,137,Meu_nass,OM25,Carex rostrata (inflata),HL,18
MN25,137,Meu_nass,OM25,Juncus effusus,HL,38
MN25,137,Meu_nass,OM25,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,63
MN25,137,Meu_nass,OM25,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,18
MN26,138,Meu_nass,OM26,Carex rostrata (inflata),HL,38
MN26,138,Meu_nass,OM26,Juncus effusus,HL,"4,5"
MN26,138,Meu_nass,OM26,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,88
MN26,138,Meu_nass,OM26,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,"4,5"
MN27,139,Meu_nass,OM27,Carex rostrata (inflata),HL,38
MN27,139,Meu_nass,OM27,Juncus effusus,HL,38
MN27,139,Meu_nass,OM27,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN27,139,Meu_nass,OM27,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,38
MN28,140,Meu_nass,OM28,Carex rostrata (inflata),HL,18
MN28,140,Meu_nass,OM28,Juncus effusus,HL,"0,5"
MN28,140,Meu_nass,OM28,Molinia caerulea caerulea,HL,"0,5"
MN28,140,Meu_nass,OM28,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,63
MN29,141,Meu_nass,OM29,Carex rostrata (inflata),HL,18
MN29,141,Meu_nass,OM29,Juncus effusus,HL,18
MN29,141,Meu_nass,OM29,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,88
MN29,141,Meu_nass,OM29,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,"4,5"
MN30,142,Meu_nass,OM30,Carex canescens canescens,HL,"0,5"
MN30,142,Meu_nass,OM30,Carex rostrata (inflata),HL,38
MN30,142,Meu_nass,OM30,Juncus effusus,HL,"4,5"
MN30,142,Meu_nass,OM30,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,63
MN30,142,Meu_nass,OM30,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,"4,5"
MN31,143,Meu_nass,OM31,Carex canescens canescens,HL,"4,5"
MN31,143,Meu_nass,OM31,Carex rostrata (inflata),HL,38
MN31,143,Meu_nass,OM31,Juncus effusus,HL,"4,5"
MN31,143,Meu_nass,OM31,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,63
MN31,143,Meu_nass,OM31,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,"4,5"
MN32,144,Meu_nass,OM32,Carex rostrata (inflata),HL,18
MN32,144,Meu_nass,OM32,Juncus effusus,HL,18
MN32,144,Meu_nass,OM32,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN32,144,Meu_nass,OM32,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,18
MN33,145,Meu_nass,SM1,Pinus sylvestris,TL,88
MN33,145,Meu_nass,SM1,Pteridium aquilinum,HL,"4,5"
MN33,145,Meu_nass,SM1,Vaccinium myrtillus,HL,63
MN33,145,Meu_nass,SM1,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN34,146,Meu_nass,SM2,Pinus sylvestris,TL,63
MN34,146,Meu_nass,SM2,Pteridium aquilinum,HL,"4,5"
MN34,146,Meu_nass,SM2,Vaccinium myrtillus,HL,38
MN34,146,Meu_nass,SM2,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN34,146,Meu_nass,SM2,Sphagnum russowii Warnst. (robustum),ML,18
MN35,147,Meu_nass,SM3,Pinus sylvestris,TL,"4,5"
MN35,147,Meu_nass,SM3,Molinia caerulea caerulea,HL,"4,5"
MN35,147,Meu_nass,SM3,Vaccinium myrtillus,HL,63
MN35,147,Meu_nass,SM3,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MN35,147,Meu_nass,SM3,Sphagnum russowii Warnst. (robustum),ML,38
MN36,148,Meu_nass,SM4,Molinia caerulea caerulea,HL,18
MN36,148,Meu_nass,SM4,Vaccinium myrtillus,HL,88
MN36,148,Meu_nass,SM4,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MN36,148,Meu_nass,SM4,Sphagnum russowii Warnst. (robustum),ML,"4,5"
MN37,149,Meu_nass,SM5,Molinia caerulea caerulea,HL,38
MN37,149,Meu_nass,SM5,Vaccinium myrtillus,HL,"4,5"
MN37,149,Meu_nass,SM5,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN37,149,Meu_nass,SM5,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,18
MN38,150,Meu_nass,SM6,Carex canescens canescens,HL,"4,5"
MN38,150,Meu_nass,SM6,Molinia caerulea caerulea,HL,"4,5"
MN38,150,Meu_nass,SM6,Vaccinium myrtillus,HL,18
MN38,150,Meu_nass,SM6,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN38,150,Meu_nass,SM6,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
MN39,151,Meu_nass,SM7,Vaccinium myrtillus,HL,88
MN39,151,Meu_nass,SM7,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN39,151,Meu_nass,SM7,Leucobryum glaucum (Hedw.) Aongstr. ex Fries,ML,"0,5"
MN40,152,Meu_nass,SM8,Molinia caerulea caerulea,HL,"4,5"
MN40,152,Meu_nass,SM8,Vaccinium myrtillus,HL,38
MN40,152,Meu_nass,SM8,Dicranum flagellare Hedw.,ML,"0,1"
MN40,152,Meu_nass,SM8,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,18
MN40,152,Meu_nass,SM8,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,"4,5"
MN40,152,Meu_nass,SM8,Sphagnum russowii Warnst. (robustum),ML,"0,5"
MN40,152,Meu_nass,SM8,Tetraphis pellucida Hedw.,ML,"0,1"
MN41,153,Meu_nass,SM9,Juncus effusus,HL,"0,1"
MN41,153,Meu_nass,SM9,Molinia caerulea caerulea,HL,"4,5"
MN41,153,Meu_nass,SM9,Vaccinium myrtillus,HL,"0,1"
MN41,153,Meu_nass,SM9,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,18
MN41,153,Meu_nass,SM9,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,18
MN42,154,Meu_nass,SM10,Juncus effusus,HL,38
MN42,154,Meu_nass,SM10,Molinia caerulea caerulea,HL,"4,5"
MN42,154,Meu_nass,SM10,Pinus sylvestris,HL,"0,1"
MN42,154,Meu_nass,SM10,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MN42,154,Meu_nass,SM10,Polytrichum formosum Hedw.,ML,"0,1"
MN42,154,Meu_nass,SM10,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,18
MN42,154,Meu_nass,SM10,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,18
MN43,155,Meu_nass,SM11,Carex canescens canescens,HL,"0,5"
MN43,155,Meu_nass,SM11,Juncus effusus,HL,18
MN43,155,Meu_nass,SM11,Molinia caerulea caerulea,HL,"4,5"
MN43,155,Meu_nass,SM11,Pinus sylvestris,HL,"0,5"
MN43,155,Meu_nass,SM11,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN43,155,Meu_nass,SM11,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,38
MN44,156,Meu_nass,SM12,Digitalis purpurea,HL,"0,5"
MN44,156,Meu_nass,SM12,Juncus effusus,HL,38
MN44,156,Meu_nass,SM12,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN44,156,Meu_nass,SM12,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,38
MN45,157,Meu_nass,SM13,Carex canescens canescens,HL,"4,5"
MN45,157,Meu_nass,SM13,Juncus effusus,HL,38
MN45,157,Meu_nass,SM13,Molinia caerulea caerulea,HL,"4,5"
MN45,157,Meu_nass,SM13,Pinus sylvestris,HL,"0,1"
MN45,157,Meu_nass,SM13,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN45,157,Meu_nass,SM13,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,38
MN46,158,Meu_nass,SM14,Carex canescens canescens,HL,"4,5"
MN46,158,Meu_nass,SM14,Carex rostrata (inflata),HL,"4,5"
MN46,158,Meu_nass,SM14,Juncus effusus,HL,38
MN46,158,Meu_nass,SM14,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN46,158,Meu_nass,SM14,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,18
MN47,159,Meu_nass,SM15,Carex rostrata (inflata),HL,"4,5"
MN47,159,Meu_nass,SM15,Juncus effusus,HL,18
MN47,159,Meu_nass,SM15,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MN47,159,Meu_nass,SM15,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,"4,5"
MN47,159,Meu_nass,SM15,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
MN48,160,Meu_nass,SM16,Carex rostrata (inflata),HL,"0,5"
MN48,160,Meu_nass,SM16,Juncus effusus,HL,38
MN48,160,Meu_nass,SM16,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,63
MN48,160,Meu_nass,SM16,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
MN49,161,Meu_nass,SM17,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,63
MN49,161,Meu_nass,SM17,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
MN50,162,Meu_nass,SM18,Carex rostrata (inflata),HL,"4,5"
MN50,162,Meu_nass,SM18,Juncus effusus,HL,18
MN50,162,Meu_nass,SM18,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,63
MN50,162,Meu_nass,SM18,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,38
MN51,163,Meu_nass,SM19,Carex rostrata (inflata),HL,"4,5"
MN51,163,Meu_nass,SM19,Juncus effusus,HL,38
MN51,163,Meu_nass,SM19,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN51,163,Meu_nass,SM19,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,38
MN52,164,Meu_nass,SM20,Carex rostrata (inflata),HL,"4,5"
MN52,164,Meu_nass,SM20,Juncus effusus,HL,38
MN52,164,Meu_nass,SM20,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN52,164,Meu_nass,SM20,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
MN53,165,Meu_nass,SM21,Carex rostrata (inflata),HL,"4,5"
MN53,165,Meu_nass,SM21,Juncus effusus,HL,38
MN53,165,Meu_nass,SM21,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,18
MN53,165,Meu_nass,SM21,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
MN54,166,Meu_nass,SM22,Carex rostrata (inflata),HL,18
MN54,166,Meu_nass,SM22,Juncus effusus,HL,18
MN54,166,Meu_nass,SM22,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN54,166,Meu_nass,SM22,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,38
MN55,167,Meu_nass,SM23,Carex rostrata (inflata),HL,38
MN55,167,Meu_nass,SM23,Juncus effusus,HL,38
MN55,167,Meu_nass,SM23,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,18
MN55,167,Meu_nass,SM23,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
MN56,168,Meu_nass,NM1,Pinus sylvestris,TL,38
MN56,168,Meu_nass,NM1,Molinia caerulea caerulea,HL,"4,5"
MN56,168,Meu_nass,NM1,Pinus sylvestris,HL,"0,1"
MN56,168,Meu_nass,NM1,Campylopus pyriformis (K. F. Schultz) Brid.,ML,"0,5"
MN56,168,Meu_nass,NM1,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MN56,168,Meu_nass,NM1,Hypnum jutlandicum Holmen & Warncke (ericetorum),ML,"0,5"
MN57,169,Meu_nass,NM2,Pinus sylvestris,TL,18
MN57,169,Meu_nass,NM2,Molinia caerulea caerulea,HL,38
MN57,169,Meu_nass,NM2,Campylopus pyriformis (K. F. Schultz) Brid.,ML,"0,5"
MN58,170,Meu_nass,NM3,Pinus sylvestris,TL,88
MN58,170,Meu_nass,NM3,Juncus effusus,HL,"4,5"
MN58,170,Meu_nass,NM3,Molinia caerulea caerulea,HL,38
MN58,170,Meu_nass,NM3,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,18
MN59,171,Meu_nass,NM4,Pinus sylvestris,TL,88
MN59,171,Meu_nass,NM4,Juncus effusus,HL,63
MN59,171,Meu_nass,NM4,Molinia caerulea caerulea,HL,"4,5"
MN59,171,Meu_nass,NM4,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN60,172,Meu_nass,NM5,Pinus sylvestris,TL,88
MN60,172,Meu_nass,NM5,Carex canescens canescens,HL,"4,5"
MN60,172,Meu_nass,NM5,Carex rostrata (inflata),HL,"4,5"
MN60,172,Meu_nass,NM5,Juncus effusus,HL,18
MN60,172,Meu_nass,NM5,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN61,173,Meu_nass,NM6,Pinus sylvestris,TL,38
MN61,173,Meu_nass,NM6,Carex rostrata (inflata),HL,"4,5"
MN61,173,Meu_nass,NM6,Juncus effusus,HL,"4,5"
MN61,173,Meu_nass,NM6,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,"4,5"
MN62,174,Meu_nass,NM7,Betula,HL,"0,5"
MN62,174,Meu_nass,NM7,Carex rostrata (inflata),HL,18
MN62,174,Meu_nass,NM7,Dicranum scoparium Hedw.,ML,"0,1"
MN62,174,Meu_nass,NM7,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,"0,1"
MN63,175,Meu_nass,NM8,Carex rostrata (inflata),HL,"4,5"
MN63,175,Meu_nass,NM8,Juncus effusus,HL,18
MN63,175,Meu_nass,NM8,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN64,176,Meu_nass,NM9,Carex canescens canescens,HL,"0,5"
MN64,176,Meu_nass,NM9,Carex rostrata (inflata),HL,"4,5"
MN64,176,Meu_nass,NM9,Juncus effusus,HL,"4,5"
MN64,176,Meu_nass,NM9,Molinia caerulea caerulea,HL,38
MN64,176,Meu_nass,NM9,Campylopus pyriformis (K. F. Schultz) Brid.,ML,"0,5"
MN64,176,Meu_nass,NM9,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,63
MN65,177,Meu_nass,NM10,Carex rostrata (inflata),HL,"4,5"
MN65,177,Meu_nass,NM10,Juncus effusus,HL,"4,5"
MN65,177,Meu_nass,NM10,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,88
MN66,178,Meu_nass,NM11,Betula,HL,"0,5"
MN66,178,Meu_nass,NM11,Carex canescens canescens,HL,"0,5"
MN66,178,Meu_nass,NM11,Carex rostrata (inflata),HL,"4,5"
MN66,178,Meu_nass,NM11,Dryopteris carthusiana (spinulosa),HL,"0,1"
MN66,178,Meu_nass,NM11,Molinia caerulea caerulea,HL,38
MN66,178,Meu_nass,NM11,Pinus sylvestris,HL,"0,5"
MN66,178,Meu_nass,NM11,Campylopus pyriformis (K. F. Schultz) Brid.,ML,"4,5"
MN66,178,Meu_nass,NM11,Cephalozia connivens (Dicks.) Lindb.,ML,"0,1"
MN66,178,Meu_nass,NM11,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,1"
MN66,178,Meu_nass,NM11,Polytrichum formosum Hedw.,ML,"0,1"
MN66,178,Meu_nass,NM11,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN66,178,Meu_nass,NM11,Tetraphis pellucida Hedw.,ML,"0,1"
MN67,179,Meu_nass,NM12,Betula,HL,"4,5"
MN67,179,Meu_nass,NM12,Molinia caerulea caerulea,HL,38
MN67,179,Meu_nass,NM12,Campylopus pyriformis (K. F. Schultz) Brid.,ML,38
MN67,179,Meu_nass,NM12,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MN67,179,Meu_nass,NM12,Pohlia nutans (Hedw.) Lindb.,ML,"0,1"
MN67,179,Meu_nass,NM12,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,18
MN68,180,Meu_nass,NM13,Carex rostrata (inflata),HL,38
MN68,180,Meu_nass,NM13,Juncus effusus,HL,"4,5"
MN68,180,Meu_nass,NM13,Campylopus pyriformis (K. F. Schultz) Brid.,ML,18
MN68,180,Meu_nass,NM13,Pohlia nutans (Hedw.) Lindb.,ML,"0,1"
MN68,180,Meu_nass,NM13,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN69,181,Meu_nass,NM14,Carex rostrata (inflata),HL,18
MN69,181,Meu_nass,NM14,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN70,182,Meu_nass,NM15,Carex rostrata (inflata),HL,18
MN70,182,Meu_nass,NM15,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,88
MN71,183,Meu_nass,NM16,Carex rostrata (inflata),HL,38
MN71,183,Meu_nass,NM16,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,63
MN72,184,Meu_nass,NM17,Carex rostrata (inflata),HL,38
MN72,184,Meu_nass,NM17,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN73,185,Meu_nass,NM18,Carex rostrata (inflata),HL,38
MN73,185,Meu_nass,NM18,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,63
MN74,186,Meu_nass,NM19,Carex rostrata (inflata),HL,38
MN74,186,Meu_nass,NM19,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,63
MN75,187,Meu_nass,NM20,Carex rostrata (inflata),HL,38
MN75,187,Meu_nass,NM20,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,63
MN76,188,Meu_nass,NM21,Carex rostrata (inflata),HL,63
MN76,188,Meu_nass,NM21,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,38
MN77,189,Meu_nass,NM22,Carex rostrata (inflata),HL,18
MN77,189,Meu_nass,NM22,Juncus effusus,HL,"4,5"
MN77,189,Meu_nass,NM22,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,88
MN110,190,Meu_nass,WM1,Pinus sylvestris,TL,88
MN110,190,Meu_nass,WM1,Pinus sylvestris,HL,"0,5"
MN110,190,Meu_nass,WM1,Vaccinium myrtillus,HL,38
MN110,190,Meu_nass,WM1,Dicranum scoparium Hedw.,ML,"0,1"
MN110,190,Meu_nass,WM1,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN110,190,Meu_nass,WM1,Polytrichum formosum Hedw.,ML,"0,1"
MN110,190,Meu_nass,WM1,Pinus sylvestris,SL,"4,5"
MN111,191,Meu_nass,WM2,Pinus sylvestris,TL,63
MN111,191,Meu_nass,WM2,Molinia caerulea caerulea,HL,"4,5"
MN111,191,Meu_nass,WM2,Pinus sylvestris,HL,"0,5"
MN111,191,Meu_nass,WM2,Vaccinium myrtillus,HL,38
MN111,191,Meu_nass,WM2,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN111,191,Meu_nass,WM2,Polytrichum formosum Hedw.,ML,"4,5"
MN111,191,Meu_nass,WM2,Betula pendula,SL,"4,5"
MN111,191,Meu_nass,WM2,Pinus sylvestris,SL,18
MN112,192,Meu_nass,WM3,Pinus sylvestris,TL,38
MN112,192,Meu_nass,WM3,Molinia caerulea caerulea,HL,38
MN112,192,Meu_nass,WM3,Pinus sylvestris,HL,"0,5"
MN112,192,Meu_nass,WM3,Vaccinium myrtillus,HL,"4,5"
MN112,192,Meu_nass,WM3,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN112,192,Meu_nass,WM3,Polytrichum formosum Hedw.,ML,"0,5"
MN113,193,Meu_nass,WM4,Pinus sylvestris,TL,"4,5"
MN113,193,Meu_nass,WM4,Molinia caerulea caerulea,HL,38
MN113,193,Meu_nass,WM4,Quercus robur,HL,"4,5"
MN113,193,Meu_nass,WM4,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MN114,194,Meu_nass,WM5,Pinus sylvestris,TL,"4,5"
MN114,194,Meu_nass,WM5,Molinia caerulea caerulea,HL,88
MN114,194,Meu_nass,WM5,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN115,195,Meu_nass,WM6,Pinus sylvestris,TL,"4,5"
MN115,195,Meu_nass,WM6,Molinia caerulea caerulea,HL,88
MN115,195,Meu_nass,WM6,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN116,196,Meu_nass,WM7,Molinia caerulea caerulea,HL,88
MN116,196,Meu_nass,WM7,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN117,197,Meu_nass,WM8,Juncus effusus,HL,"4,5"
MN117,197,Meu_nass,WM8,Molinia caerulea caerulea,HL,38
MN117,197,Meu_nass,WM8,Pinus sylvestris,HL,"0,1"
MN117,197,Meu_nass,WM8,Dicranum scoparium Hedw.,ML,"0,1"
MN117,197,Meu_nass,WM8,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"4,5"
MN117,197,Meu_nass,WM8,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,38
MN118,198,Meu_nass,WM9,Carex canescens canescens,HL,"4,5"
MN118,198,Meu_nass,WM9,Juncus effusus,HL,"0,5"
MN118,198,Meu_nass,WM9,Molinia caerulea caerulea,HL,18
MN118,198,Meu_nass,WM9,Pinus sylvestris,HL,"0,1"
MN118,198,Meu_nass,WM9,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,"4,5"
MN118,198,Meu_nass,WM9,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
MN119,199,Meu_nass,WM10,Carex echinata (stellulata),HL,"0,5"
MN119,199,Meu_nass,WM10,Juncus effusus,HL,"4,5"
MN119,199,Meu_nass,WM10,Molinia caerulea caerulea,HL,38
MN119,199,Meu_nass,WM10,"Sphagnum fallax (Klinggr.) Klinggr. (mucronatum, recurvum)",ML,63
MN119,199,Meu_nass,WM10,Betula pendula,SL,"0,5"
MN120,200,Meu_nass,WM11,Carex canescens canescens,HL,"0,1"
MN120,200,Meu_nass,WM11,Juncus effusus,HL,"4,5"
MN120,200,Meu_nass,WM11,Molinia caerulea caerulea,HL,18
MN120,200,Meu_nass,WM11,Dicranum scoparium Hedw.,ML,"0,1"
MN120,200,Meu_nass,WM11,Hypnum cupressiforme Hedw. ssp. cupr. var. cupressiforme,ML,"0,5"
MN120,200,Meu_nass,WM11,Sphagnum cuspidatum Ehrh. ex Hoffm. var. cuspidatum,ML,18
