plot ID,site,arbeitsname,Name,Betula_pendula_TL,Picea_abies_TL,Pinus_sylvestris_TL,Betula_pubescens_TL,Agrostis_capillaris_HL,Agrostis_stolonifera_HL,Betula_HL,Brachypodium_sylvaticum_HL,Calamagrostis_epigejos_HL,Callitriche_palustris_HL,Calluna_vulgaris_HL,Carex_canescens_HL,Carex_echinata_HL,Carex_nigra_HL,Carex_pilulifera_HL,Carex_rostrata_HL,Deschampsia_cespitosa_HL,Digitalis_purpurea_HL,Dryopteris_carthusiana_HL,Epilobium_angustifolium_HL,Eriophorum_angustifolium_HL,Frangula_alnus_HL,Holcus_lanatus_HL,Juncus_bulbosus_HL,Juncus_effusus_HL,Luzula_multiflora_HL,Luzula_pilosa_HL,Lycopus_europaeus_HL,Molinia_caerulea_HL,Picea_abies_HL,Pinus_sylvestris_HL,Pteridium_aquilinum_HL,Quercus_robur_HL,Rubus_caesius_HL,Salix_aurita_HL,Schedonorus_giganteus_HL,Scrophularia_nodosa_HL,Vaccinium_myrtillus_HL,Vaccinium_oxycoccos_HL,Vaccinium_vitis_idaea_HL,Typha_latifolia_HL,Campylopus_flexuosus_ML,Campylopus_pyriformis_ML,Dicranella_cerviculata_ML,Dicranodontium_denudatum_ML,Dicranum_flagellare_ML,Dicranum_scoparia_ML,Fuscocephaloziopsis_connivens_ML,Hypnum_cupressiforme_ML,Hypnum_jutlandicum_ML,Lepidozia_reptans_ML,Leucobryum_glaucum_ML,Lophocolea_heterophylla_ML,Mnium_hornum_ML,Pohlia_nutans_ML,Polytrichum_formosum_ML,Riccardia_latifrons_ML,Sphagnum_auriculatum_ML,Sphagnum_capillifolium_ML,Sphagnum_cuspidatum_ML,Sphagnum_fallax_ML,Sphagnum_fimbriatum_ML,Sphagnum_girgensohnii_ML,Sphagnum_russowii_ML,Sphagnum_squarrosum_ML,Tetraphis_pellucida_ML,Betula_pendula_SL,Betula_pubescens_SL,Fagus_sylvatica_SL,Frangula_alnus_SL,Picea_abies_SL,Pinus_sylvestris_SL,Salix_aurita_SL
70,Meu_trock,NM17,MT70,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,38,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Meu_trock,NM18,MT71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
72,Meu_trock,NM19,MT72,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0.1,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Meu_trock,NM20,MT73,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0.5,0,0,0,0,0,0,38,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Meu_trock,NM21,MT74,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,18,0,0.5,0,0,0,0,0,0,18,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Meu_trock,NM22,MT75,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,4.5,0,0.5,0,0,0,0,0,0,4.5,0,0,0,0,4.5,0,0,0,4.5,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Meu_trock,NM23,MT76,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0.1,0,0,0,0,0,0,38,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Meu_trock,NM24,MT77,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,18,0,4.5,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Meu_trock,NM25,MT78,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0.5,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Meu_trock,NM26,MT79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Meu_trock,NM27,MT80,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0.1,0,0,0,0,0,0,38,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Meu_trock,NM28,MT81,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,63,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Meu_trock,NM29,MT82,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0.5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
83,Meu_trock,SM1,MT83,0,0,0,4.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Meu_trock,SM2,MT84,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Meu_trock,SM3,MT85,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,88,0,0,4.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0.5,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
86,Meu_trock,SM4,MT86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0.5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Meu_trock,SM5,MT87,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,18,0,0.1,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,4.5,0,0,4.5,0,0,0
88,Meu_trock,SM6,MT88,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
89,Meu_trock,SM7,MT89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0.5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
90,Meu_trock,SM8,MT90,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.1,0,0,0,0,0,0,18,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.5,0,18,0,0,0,0,0.5,0.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Meu_trock,SM9,MT91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Meu_trock,SM10,MT92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
93,Meu_trock,SM11,MT93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,38,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0
94,Meu_trock,SM12,MT94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0.5,0,0,0,0,0,0,38,0,0.1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
95,Meu_trock,SM13,MT95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,4.5,0,0,0,0,0,0,38,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0.5,0,0,0,18,0,0,0
96,Meu_trock,SM14,MT96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Meu_trock,SM15,MT97,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Meu_trock,SM16,MT98,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,4.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,4.5,0,0,0
99,Meu_trock,SM17,MT99,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,4.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,4.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
100,Meu_trock,SM18,MT100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0,0,0,0,0,0,4.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
101,Meu_trock,SM19,MT101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,4.5,0,0.1,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Meu_trock,SM20,MT102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,88,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Meu_trock,SM21,MT103,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0.1,0,0,0,0,0,0,4.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Meu_trock,SM22,MT104,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Meu_trock,SM23,MT105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Meu_trock,SM24,MT106,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Meu_trock,SM25,MT107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,4.5,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
108,Meu_trock,SM26,MT108,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4.5,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,18,0,0,0
109,Meu_trock,SM27,MT109,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0.5,0,0,0,0,0,0,38,0,0.5,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Meu_trock,SM28,MT110,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,38,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Meu_trock,SM29,MT111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,38,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Meu_trock,SM30,MT112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Meu_nass,OM1,MN1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0.5,0,38,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
114,Meu_nass,OM2,MN2,0,0,38,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0.5,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0
115,Meu_nass,OM3,MN3,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0.1,0,0,0,0,0,0,0
116,Meu_nass,OM4,MN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Meu_nass,OM5,MN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0
118,Meu_nass,OM6,MN6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0
119,Meu_nass,OM7,MN7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0
120,Meu_nass,OM8,MN8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
121,Meu_nass,OM9,MN9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4.5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,63,0,0,0,0,0,0,0,0,0,0,0,0
122,Meu_nass,OM10,MN10,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,4.5,38,0,0,0,0,0,0,0,0,0,0,0,0
123,Meu_nass,OM11,MN11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,4.5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0
124,Meu_nass,OM12,MN12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,18,0,0,0,0,0,0,0,0,0,0,0,0
125,Meu_nass,OM13,MN13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,38,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
126,Meu_nass,OM14,MN14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0.5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,63,0,0,0,0,0,0,0,0,0,0,0,0
127,Meu_nass,OM15,MN15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,18,38,0,0,0,0,0,0,0,0,0,0,0,0
128,Meu_nass,OM16,MN16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0
129,Meu_nass,OM17,MN17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,18,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
130,Meu_nass,OM18,MN18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,38,0,0,0.5,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0
131,Meu_nass,OM19,MN19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0
132,Meu_nass,OM20,MN20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
133,Meu_nass,OM21,MN21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4.5,0,0,0,0,0,0,0,0,0,0,0,0
134,Meu_nass,OM22,MN22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4.5,0,0,0,0,0,0,0,0,0,0,0,0
135,Meu_nass,OM23,MN23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4.5,0,0,0,0,0,0,0,0,0,0,0,0
136,Meu_nass,OM24,MN24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0.5,0,0,0,0,0,0,0,0,0,0,0,0
137,Meu_nass,OM25,MN25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,18,0,0,0,0,0,0,0,0,0,0,0,0
138,Meu_nass,OM26,MN26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4.5,0,0,0,0,0,0,0,0,0,0,0,0
139,Meu_nass,OM27,MN27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0
140,Meu_nass,OM28,MN28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Meu_nass,OM29,MN29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4.5,0,0,0,0,0,0,0,0,0,0,0,0
142,Meu_nass,OM30,MN30,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,38,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4.5,0,0,0,0,0,0,0,0,0,0,0,0
143,Meu_nass,OM31,MN31,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,38,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4.5,0,0,0,0,0,0,0,0,0,0,0,0
144,Meu_nass,OM32,MN32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,18,0,0,0,0,0,0,0,0,0,0,0,0
145,Meu_nass,SM1,MN33,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
