#,Date-Time (CEST),Temperature   (°C),Light   (lux),Button Down,Button Up,Host Connected,End of File
1,05/08/2025 00:00:00,6.30,0.00,,,,
2,05/08/2025 00:10:00,6.05,0.00,,,,
3,05/08/2025 00:20:00,5.75,0.00,,,,
4,05/08/2025 00:30:00,5.32,0.00,,,,
5,05/08/2025 00:40:00,5.40,0.00,,,,
6,05/08/2025 00:50:00,5.32,0.00,,,,
7,05/08/2025 01:00:00,5.32,0.00,,,,
8,05/08/2025 01:10:00,5.19,0.00,,,,
9,05/08/2025 01:20:00,4.97,0.00,,,,
10,05/08/2025 01:30:00,4.89,0.00,,,,
11,05/08/2025 01:40:00,4.80,0.00,,,,
12,05/08/2025 01:50:00,4.63,0.00,,,,
13,05/08/2025 02:00:00,4.33,0.00,,,,
14,05/08/2025 02:10:00,4.07,0.00,,,,
15,05/08/2025 02:20:00,3.94,0.00,,,,
16,05/08/2025 02:30:00,3.64,0.00,,,,
17,05/08/2025 02:40:00,3.26,0.00,,,,
18,05/08/2025 02:50:00,3.09,0.00,,,,
19,05/08/2025 03:00:00,3.09,0.00,,,,
20,05/08/2025 03:10:00,3.21,0.00,,,,
21,05/08/2025 03:20:00,2.96,0.00,,,,
22,05/08/2025 03:30:00,2.83,0.00,,,,
23,05/08/2025 03:40:00,2.44,0.00,,,,
24,05/08/2025 03:50:00,2.19,0.00,,,,
25,05/08/2025 04:00:00,2.14,0.00,,,,
26,05/08/2025 04:10:00,2.23,0.00,,,,
27,05/08/2025 04:20:00,2.19,0.00,,,,
28,05/08/2025 04:30:00,2.31,0.00,,,,
29,05/08/2025 04:40:00,2.31,0.00,,,,
30,05/08/2025 04:50:00,2.10,0.00,,,,
31,05/08/2025 05:00:00,2.19,1.05,,,,
32,05/08/2025 05:10:00,1.97,7.22,,,,
33,05/08/2025 05:20:00,1.88,31.12,,,,
34,05/08/2025 05:30:00,1.67,88.72,,,,
35,05/08/2025 05:40:00,1.84,151.72,,,,
36,05/08/2025 05:50:00,2.14,218.32,,,,
37,05/08/2025 06:00:00,2.66,347.84,,,,
38,05/08/2025 06:10:00,2.96,492.96,,,,
39,05/08/2025 06:20:00,3.43,679.04,,,,
40,05/08/2025 06:30:00,3.77,949.44,,,,
41,05/08/2025 06:40:00,4.12,1204.16,,,,
42,05/08/2025 06:50:00,4.50,1591.04,,,,
43,05/08/2025 07:00:00,4.89,2291.84,,,,
44,05/08/2025 07:10:00,5.49,3577.60,,,,
45,05/08/2025 07:20:00,6.48,5985.28,,,,
46,05/08/2025 07:30:00,7.42,7208.96,,,,
47,05/08/2025 07:40:00,7.81,7575.04,,,,
48,05/08/2025 07:50:00,8.02,7439.36,,,,
49,05/08/2025 08:00:00,8.83,12508.16,,,,
50,05/08/2025 08:10:00,10.25,14213.12,,,,
51,05/08/2025 08:20:00,11.79,18795.52,,,,
52,05/08/2025 08:30:00,13.34,21176.32,,,,
53,05/08/2025 08:40:00,15.40,15744.00,,,,
